trial,model,decision,score,altscore,rt,distance,countA,countB,maxspeed_front,maxspeed_back
AAABABABABAAAB,likelihood_ratio,A,1.380211241711606,0,6,2,9,5,0.7142857142857143,0.5714285714285714
AAABABABABAAAB,naive_probability,A,0.75,0,1,2,9,5,0.7142857142857143,0.5714285714285714
ABBABBBBBAAABB,information,B,0.67988480751028646,0.27195392300411458,7,6,5,9,0.7142857142857143,0.5714285714285714
ABBABBBBBAAABB,relcount,B,0.6666666666666667,0.3333333333333333,3,6,5,9,0.7142857142857143,0.5714285714285714
ABBABBBBBAAABB,abscount,N,,,,6,5,9,0.7142857142857143,0.5714285714285714
ABBABBBBBAAABB,likelihood_ratio,B,-1.6532125137753435,0,8,6,5,9,0.7142857142857143,0.5714285714285714
ABBABBBBBAAABB,naive_probability,B,0.75,0,2,6,5,9,0.7142857142857143,0.5714285714285714
ABBABBBBBAAABA,information,B,0.67988480751028646,0.27195392300411458,7,5,6,8,0.7142857142857143,0.5714285714285714
ABBABBBBBAAABA,relcount,B,0.6666666666666667,0.3333333333333333,3,5,6,8,0.7142857142857143,0.5714285714285714
ABBABBBBBAAABA,abscount,N,,,,5,6,8,0.7142857142857143,0.5714285714285714
ABBABBBBBAAABA,likelihood_ratio,B,-1.6532125137753435,0,8,5,6,8,0.7142857142857143,0.5714285714285714
ABBABBBBBAAABA,naive_probability,B,0.75,0,2,5,6,8,0.7142857142857143,0.5714285714285714
ABBAABBAABBBBA,information,A,0.67988480751028646,0.54390784600822917,9,7,6,8,0.5714285714285714,0.5714285714285714
ABBAABBAABBBBA,relcount,B,0.6666666666666667,0.3333333333333333,3,7,6,8,0.5714285714285714,0.5714285714285714
ABBAABBAABBBBA,abscount,N,,,,7,6,8,0.5714285714285714,0.5714285714285714
ABBAABBAABBBBA,likelihood_ratio,N,,,,7,6,8,0.5714285714285714,0.5714285714285714
ABBAABBAABBBBA,naive_probability,B,0.75,0,2,7,6,8,0.5714285714285714,0.5714285714285714
ABBAABBAABBBBB,information,A,0.67988480751028646,0.54390784600822917,9,6,5,9,0.5714285714285714,0.7142857142857143
ABBAABBAABBBBB,relcount,B,0.6666666666666667,0.3333333333333333,3,6,5,9,0.5714285714285714,0.7142857142857143
ABBAABBAABBBBB,abscount,N,,,,6,5,9,0.5714285714285714,0.7142857142857143
ABBAABBAABBBBB,likelihood_ratio,N,,,,6,5,9,0.5714285714285714,0.7142857142857143
ABBAABBAABBBBB,naive_probability,B,0.75,0,2,6,5,9,0.5714285714285714,0.7142857142857143
AAAABBBBABBABB,information,A,0.67988480751028646,0.54390784600822917,9,7,6,8,0.5714285714285714,0.7142857142857143
AAAABBBBABBABB,relcount,A,0.8,0.19999999999999996,5,7,6,8,0.5714285714285714,0.7142857142857143
AAAABBBBABBABB,abscount,N,,,,7,6,8,0.5714285714285714,0.7142857142857143
AAAABBBBABBABB,likelihood_ratio,N,,,,7,6,8,0.5714285714285714,0.7142857142857143
AAAABBBBABBABB,naive_probability,A,0.75,0,1,7,6,8,0.5714285714285714,0.7142857142857143
AAAABBBBABBABA,information,A,0.67988480751028646,0.54390784600822917,9,6,7,7,0.5714285714285714,0.5714285714285714
AAAABBBBABBABA,relcount,A,0.8,0.19999999999999996,5,6,7,7,0.5714285714285714,0.5714285714285714
AAAABBBBABBABA,abscount,N,,,,6,7,7,0.5714285714285714,0.5714285714285714
AAAABBBBABBABA,likelihood_ratio,N,,,,6,7,7,0.5714285714285714,0.5714285714285714
AAAABBBBABBABA,naive_probability,A,0.75,0,1,6,7,7,0.5714285714285714,0.5714285714285714
AABAABBABABAAB,information,A,0.67988480751028646,0.40793088450617188,8,5,8,6,0.5714285714285714,0.5714285714285714
AABAABBABABAAB,relcount,A,0.6666666666666666,0.33333333333333337,3,5,8,6,0.5714285714285714,0.5714285714285714
AABAABBABABAAB,abscount,N,,,,5,8,6,0.5714285714285714,0.5714285714285714
AABAABBABABAAB,likelihood_ratio,A,1.380211241711606,0,5,5,8,6,0.5714285714285714,0.5714285714285714
AABAABBABABAAB,naive_probability,A,0.75,0,1,5,8,6,0.5714285714285714,0.5714285714285714
AABAABBABABAAA,information,A,0.67988480751028646,0.40793088450617188,8,4,9,5,0.5714285714285714,0.7142857142857143
AABAABBABABAAA,relcount,A,0.6666666666666666,0.33333333333333337,3,4,9,5,0.5714285714285714,0.7142857142857143
AABAABBABABAAA,abscount,N,,,,4,9,5,0.5714285714285714,0.7142857142857143
AABAABBABABAAA,likelihood_ratio,A,1.380211241711606,0,5,4,9,5,0.5714285714285714,0.7142857142857143
AABAABBABABAAA,naive_probability,A,0.75,0,1,4,9,5,0.5714285714285714,0.7142857142857143
ABBABBAAAAABAB,information,A,0.67988480751028646,0.54390784600822917,9,5,8,6,0.5714285714285714,0.7142857142857143
ABBABBAAAAABAB,relcount,B,0.6666666666666667,0.3333333333333333,3,5,8,6,0.5714285714285714,0.7142857142857143
ABBABBAAAAABAB,abscount,N,,,,5,8,6,0.5714285714285714,0.7142857142857143
ABBABBAAAAABAB,likelihood_ratio,N,,,,5,8,6,0.5714285714285714,0.7142857142857143
ABBABBAAAAABAB,naive_probability,B,0.75,0,2,5,8,6,0.5714285714285714,0.7142857142857143
ABBABAAAAAAAAB,information,A,0.67988480751028646,0.40793088450617188,8,7,10,4,0.5714285714285714,0.8571428571428571
ABBABAAAAAAAAB,relcount,B,0.6666666666666667,0.3333333333333333,3,7,10,4,0.5714285714285714,0.8571428571428571
ABBABAAAAAAAAB,abscount,A,0.7142857142857143,0.21428571428571427,13,7,10,4,0.5714285714285714,0.8571428571428571
ABBABAAAAAAAAB,likelihood_ratio,A,1.441762999455513,0,12,7,10,4,0.5714285714285714,0.8571428571428571
ABBABAAAAAAAAB,naive_probability,B,0.75,0,2,7,10,4,0.5714285714285714,0.8571428571428571
ABBABAAAAAAAAA,information,A,0.67988480751028646,0.40793088450617188,8,6,11,3,0.5714285714285714,1.0
ABBABAAAAAAAAA,relcount,B,0.6666666666666667,0.3333333333333333,3,6,11,3,0.5714285714285714,1.0
ABBABAAAAAAAAA,abscount,A,0.7142857142857143,0.21428571428571427,13,6,11,3,0.5714285714285714,1.0
ABBABAAAAAAAAA,likelihood_ratio,A,1.441762999455513,0,12,6,11,3,0.5714285714285714,1.0
ABBABAAAAAAAAA,naive_probability,B,0.75,0,2,6,11,3,0.5714285714285714,1.0
AAABBAABBABBBA,information,A,0.67988480751028646,0.27195392300411458,7,6,7,7,0.7142857142857143,0.7142857142857143
AAABBAABBABBBA,relcount,A,0.75,0.25,4,6,7,7,0.7142857142857143,0.7142857142857143
AAABBAABBABBBA,abscount,N,,,,6,7,7,0.7142857142857143,0.7142857142857143
AAABBAABBABBBA,likelihood_ratio,A,1.3521825181113625,0,7,6,7,7,0.7142857142857143,0.7142857142857143
AAABBAABBABBBA,naive_probability,A,0.75,0,1,6,7,7,0.7142857142857143,0.7142857142857143
AAAAAAAAAABAAA,information,A,0.67988480751028646,0.0,5,6,13,1,1.0,0.8571428571428571
AAAAAAAAAABAAA,relcount,A,0.9090909090909091,0.09090909090909094,11,6,13,1,1.0,0.8571428571428571
AAAAAAAAAABAAA,abscount,A,0.7142857142857143,0.0,10,6,13,1,1.0,0.8571428571428571
AAAAAAAAAABAAA,likelihood_ratio,A,2.041392685158225,0,12,6,13,1,1.0,0.8571428571428571
AAAAAAAAAABAAA,naive_probability,A,0.75,0,1,6,13,1,1.0,0.8571428571428571
AAAAAAAAAABAAB,information,A,0.67988480751028646,0.0,5,7,12,2,1.0,0.7142857142857143
AAAAAAAAAABAAB,relcount,A,0.9090909090909091,0.09090909090909094,11,7,12,2,1.0,0.7142857142857143
AAAAAAAAAABAAB,abscount,A,0.7142857142857143,0.0,10,7,12,2,1.0,0.7142857142857143
AAAAAAAAAABAAB,likelihood_ratio,A,2.041392685158225,0,12,7,12,2,1.0,0.7142857142857143
AAAAAAAAAABAAB,naive_probability,A,0.75,0,1,7,12,2,1.0,0.7142857142857143
AAABAAABABAAAB,information,A,0.67988480751028646,0.13597696150205729,6,3,10,4,0.8571428571428571,0.5714285714285714
AAABAAABABAAAB,relcount,A,0.75,0.25,4,3,10,4,0.8571428571428571,0.5714285714285714
AAABAAABABAAAB,abscount,A,0.7142857142857143,0.21428571428571427,13,3,10,4,0.8571428571428571,0.5714285714285714
AAABAAABABAAAB,likelihood_ratio,A,1.7781512503836434,0,6,3,10,4,0.8571428571428571,0.5714285714285714
AAABAAABABAAAB,naive_probability,A,0.75,0,1,3,10,4,0.8571428571428571,0.5714285714285714
ABAAABBABBAABB,information,A,0.67988480751028646,0.40793088450617188,8,6,7,7,0.5714285714285714,0.5714285714285714
ABAAABBABBAABB,relcount,A,0.6666666666666666,0.33333333333333337,3,6,7,7,0.5714285714285714,0.5714285714285714
ABAAABBABBAABB,abscount,N,,,,6,7,7,0.5714285714285714,0.5714285714285714
ABAAABBABBAABB,likelihood_ratio,A,1.380211241711606,0,5,6,7,7,0.5714285714285714,0.5714285714285714
ABAAABBABBAABB,naive_probability,A,0.75,0,3,6,7,7,0.5714285714285714,0.5714285714285714
ABAAABBABBAABA,information,A,0.67988480751028646,0.40793088450617188,8,7,8,6,0.5714285714285714,0.5714285714285714
ABAAABBABBAABA,relcount,A,0.6666666666666666,0.33333333333333337,3,7,8,6,0.5714285714285714,0.5714285714285714
ABAAABBABBAABA,abscount,N,,,,7,8,6,0.5714285714285714,0.5714285714285714
ABAAABBABBAABA,likelihood_ratio,A,1.380211241711606,0,5,7,8,6,0.5714285714285714,0.5714285714285714
ABAAABBABBAABA,naive_probability,A,0.75,0,3,7,8,6,0.5714285714285714,0.5714285714285714
AAABAAABABAAAA,information,A,0.67988480751028646,0.13597696150205729,6,4,11,3,0.8571428571428571,0.7142857142857143
AAABAAABABAAAA,relcount,A,0.75,0.25,4,4,11,3,0.8571428571428571,0.7142857142857143
AAABAAABABAAAA,abscount,A,0.7142857142857143,0.21428571428571427,13,4,11,3,0.8571428571428571,0.7142857142857143
AAABAAABABAAAA,likelihood_ratio,A,1.7781512503836434,0,6,4,11,3,0.8571428571428571,0.7142857142857143
AAABAAABABAAAA,naive_probability,A,0.75,0,1,4,11,3,0.8571428571428571,0.7142857142857143
ABABAAAABBAABB,information,A,0.67988480751028646,0.27195392300411458,7,5,8,6,0.7142857142857143,0.5714285714285714
ABABAAAABBAABB,relcount,A,0.6666666666666666,0.33333333333333337,3,5,8,6,0.7142857142857143,0.5714285714285714
ABABAAAABBAABB,abscount,N,,,,5,8,6,0.7142857142857143,0.5714285714285714
ABABAAAABBAABB,likelihood_ratio,A,1.6532125137753435,0,8,5,8,6,0.7142857142857143,0.5714285714285714
ABABAAAABBAABB,naive_probability,A,0.75,0,5,5,8,6,0.7142857142857143,0.5714285714285714
ABABAAAABBAABA,information,A,0.67988480751028646,0.27195392300411458,7,6,9,5,0.7142857142857143,0.5714285714285714
ABABAAAABBAABA,relcount,A,0.6666666666666666,0.33333333333333337,3,6,9,5,0.7142857142857143,0.5714285714285714
ABABAAAABBAABA,abscount,N,,,,6,9,5,0.7142857142857143,0.5714285714285714
ABABAAAABBAABA,likelihood_ratio,A,1.6532125137753435,0,8,6,9,5,0.7142857142857143,0.5714285714285714
ABABAAAABBAABA,naive_probability,A,0.75,0,5,6,9,5,0.7142857142857143,0.5714285714285714
ABAABABBABAAAB,information,A,0.67988480751028646,0.54390784600822917,9,5,8,6,0.5714285714285714,0.5714285714285714
ABAABABBABAAAB,relcount,A,0.6666666666666666,0.33333333333333337,3,5,8,6,0.5714285714285714,0.5714285714285714
ABAABABBABAAAB,abscount,N,,,,5,8,6,0.5714285714285714,0.5714285714285714
ABAABABBABAAAB,likelihood_ratio,A,1.380211241711606,0,7,5,8,6,0.5714285714285714,0.5714285714285714
ABAABABBABAAAB,naive_probability,A,0.75,0,3,5,8,6,0.5714285714285714,0.5714285714285714
ABAABABBABAAAA,information,A,0.67988480751028646,0.54390784600822917,9,6,9,5,0.5714285714285714,0.7142857142857143
ABAABABBABAAAA,relcount,A,0.6666666666666666,0.33333333333333337,3,6,9,5,0.5714285714285714,0.7142857142857143
ABAABABBABAAAA,abscount,N,,,,6,9,5,0.5714285714285714,0.7142857142857143
ABAABABBABAAAA,likelihood_ratio,A,1.380211241711606,0,7,6,9,5,0.5714285714285714,0.7142857142857143
ABAABABBABAAAA,naive_probability,A,0.75,0,3,6,9,5,0.5714285714285714,0.7142857142857143
AABBAAAABAABAA,information,A,0.67988480751028646,0.27195392300411458,7,7,10,4,0.7142857142857143,0.7142857142857143
AABBAAAABAABAA,relcount,A,0.6666666666666666,0.33333333333333337,3,7,10,4,0.7142857142857143,0.7142857142857143
AABBAAAABAABAA,abscount,A,0.7142857142857143,0.2857142857142857,14,7,10,4,0.7142857142857143,0.7142857142857143
AABBAAAABAABAA,likelihood_ratio,A,1.6532125137753435,0,8,7,10,4,0.7142857142857143,0.7142857142857143
AABBAAAABAABAA,naive_probability,A,0.75,0,1,7,10,4,0.7142857142857143,0.7142857142857143
AABBAAAABAABAB,information,A,0.67988480751028646,0.27195392300411458,7,6,9,5,0.7142857142857143,0.5714285714285714
AABBAAAABAABAB,relcount,A,0.6666666666666666,0.33333333333333337,3,6,9,5,0.7142857142857143,0.5714285714285714
AABBAAAABAABAB,abscount,N,,,,6,9,5,0.7142857142857143,0.5714285714285714
AABBAAAABAABAB,likelihood_ratio,A,1.6532125137753435,0,8,6,9,5,0.7142857142857143,0.5714285714285714
AABBAAAABAABAB,naive_probability,A,0.75,0,1,6,9,5,0.7142857142857143,0.5714285714285714
AAAABABAAAAAAA,information,A,0.67988480751028646,0.13597696150205729,6,5,12,2,0.7142857142857143,1.0
AAAABABAAAAAAA,relcount,A,0.8,0.19999999999999996,5,5,12,2,0.7142857142857143,1.0
AAAABABAAAAAAA,abscount,A,0.7142857142857143,0.14285714285714285,12,5,12,2,0.7142857142857143,1.0
AAAABABAAAAAAA,likelihood_ratio,A,1.301029995663981,0,6,5,12,2,0.7142857142857143,1.0
AAAABABAAAAAAA,naive_probability,A,0.75,0,1,5,12,2,0.7142857142857143,1.0
AAAABABAAAAAAB,information,A,0.67988480751028646,0.13597696150205729,6,6,11,3,0.7142857142857143,0.8571428571428571
AAAABABAAAAAAB,relcount,A,0.8,0.19999999999999996,5,6,11,3,0.7142857142857143,0.8571428571428571
AAAABABAAAAAAB,abscount,A,0.7142857142857143,0.14285714285714285,12,6,11,3,0.7142857142857143,0.8571428571428571
AAAABABAAAAAAB,likelihood_ratio,A,1.301029995663981,0,6,6,11,3,0.7142857142857143,0.8571428571428571
AAAABABAAAAAAB,naive_probability,A,0.75,0,1,6,11,3,0.7142857142857143,0.8571428571428571
ABAAABABABBBAB,information,A,0.67988480751028646,0.27195392300411458,7,2,7,7,0.7142857142857143,0.7142857142857143
ABAAABABABBBAB,relcount,A,0.6666666666666666,0.33333333333333337,3,2,7,7,0.7142857142857143,0.7142857142857143
ABAAABABABBBAB,abscount,N,,,,2,7,7,0.7142857142857143,0.7142857142857143
ABAAABABABBBAB,likelihood_ratio,A,1.380211241711606,0,5,2,7,7,0.7142857142857143,0.7142857142857143
ABAAABABABBBAB,naive_probability,A,0.75,0,3,2,7,7,0.7142857142857143,0.7142857142857143
ABAAABABABBBAA,information,A,0.67988480751028646,0.27195392300411458,7,3,8,6,0.7142857142857143,0.5714285714285714
ABAAABABABBBAA,relcount,A,0.6666666666666666,0.33333333333333337,3,3,8,6,0.7142857142857143,0.5714285714285714
ABAAABABABBBAA,abscount,N,,,,3,8,6,0.7142857142857143,0.5714285714285714
ABAAABABABBBAA,likelihood_ratio,A,1.380211241711606,0,5,3,8,6,0.7142857142857143,0.5714285714285714
ABAAABABABBBAA,naive_probability,A,0.75,0,3,3,8,6,0.7142857142857143,0.5714285714285714
ABAAABBABBBABB,information,A,0.67988480751028646,0.40793088450617188,8,7,6,8,0.5714285714285714,0.7142857142857143
ABAAABBABBBABB,relcount,A,0.6666666666666666,0.33333333333333337,3,7,6,8,0.5714285714285714,0.7142857142857143
ABAAABBABBBABB,abscount,N,,,,7,6,8,0.5714285714285714,0.7142857142857143
ABAAABBABBBABB,likelihood_ratio,A,1.380211241711606,0,5,7,6,8,0.5714285714285714,0.7142857142857143
