trial,model,decision,score,altscore,rt,distance,countA,countB,maxcount,maxspeed_front,maxspeed_back
ABABBABA,information,N,,,,4,4,4,4,0.5,0.5
ABABBABA,naive,B,0.75,0,4,4,4,4,4,0.5,0.5
ABABBABA,lba_k01_d01,A,0.8,0.1,7,4,4,4,4,0.5,0.5
ABABBABA,abscount,N,,,,4,4,4,4,0.5,0.5
ABABBABA,snr,B,2.0,0.0,2,4,4,4,4,0.5,0.5
ABABBABA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,4,4,4,0.5,0.5
ABABBABA,gating_g04,N,,,,4,4,4,4,0.5,0.5
ABABBABA,relcount,N,,,,4,4,4,4,0.5,0.5
ABABBABA,likelihood_ration,N,,,,4,4,4,4,0.5,0.5
ABABBABB,information,N,,,,3,3,5,5,0.5,0.75
ABABBABB,naive,B,0.75,0,4,3,3,5,5,0.5,0.75
ABABBABB,lba_k01_d01,A,0.8,0.1,7,3,3,5,5,0.5,0.75
ABABBABB,abscount,N,,,,3,3,5,5,0.5,0.75
ABABBABB,snr,B,2.0,0.0,2,3,3,5,5,0.5,0.75
ABABBABB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,3,5,5,0.5,0.75
ABABBABB,gating_g04,N,,,,3,3,5,5,0.5,0.75
ABABBABB,relcount,N,,,,3,3,5,5,0.5,0.75
ABABBABB,likelihood_ration,N,,,,3,3,5,5,0.5,0.75
ABAABBBA,information,N,,,,4,4,4,4,0.75,0.75
ABAABBBA,naive,A,0.75,0,3,4,4,4,4,0.75,0.75
ABAABBBA,lba_k01_d01,A,0.8,0.1,7,4,4,4,4,0.75,0.75
ABAABBBA,abscount,N,,,,4,4,4,4,0.75,0.75
ABAABBBA,snr,B,2.0,0.0,2,4,4,4,4,0.75,0.75
ABAABBBA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,4,4,4,0.75,0.75
ABAABBBA,gating_g04,N,,,,4,4,4,4,0.75,0.75
ABAABBBA,relcount,N,,,,4,4,4,4,0.75,0.75
ABAABBBA,likelihood_ration,N,,,,4,4,4,4,0.75,0.75
ABABABBB,information,N,,,,1,3,5,5,0.5,0.75
ABABABBB,naive,B,0.75,0,6,1,3,5,5,0.5,0.75
ABABABBB,lba_k01_d01,A,0.8,0.1,7,1,3,5,5,0.5,0.75
ABABABBB,abscount,N,,,,1,3,5,5,0.5,0.75
ABABABBB,snr,B,2.0,0.0,2,1,3,5,5,0.5,0.75
ABABABBB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,1,3,5,5,0.5,0.75
ABABABBB,gating_g04,N,,,,1,3,5,5,0.5,0.75
ABABABBB,relcount,N,,,,1,3,5,5,0.5,0.75
ABABABBB,likelihood_ration,N,,,,1,3,5,5,0.5,0.75
ABABABBA,information,N,,,,2,4,4,4,0.5,0.5
ABABABBA,naive,B,0.75,0,6,2,4,4,4,0.5,0.5
ABABABBA,lba_k01_d01,A,0.8,0.1,7,2,4,4,4,0.5,0.5
ABABABBA,abscount,N,,,,2,4,4,4,0.5,0.5
ABABABBA,snr,B,2.0,0.0,2,2,4,4,4,0.5,0.5
ABABABBA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,2,4,4,4,0.5,0.5
ABABABBA,gating_g04,N,,,,2,4,4,4,0.5,0.5
ABABABBA,relcount,N,,,,2,4,4,4,0.5,0.5
ABABABBA,likelihood_ration,N,,,,2,4,4,4,0.5,0.5
ABAABBBB,information,N,,,,3,3,5,5,0.75,1.0
ABAABBBB,naive,A,0.75,0,3,3,3,5,5,0.75,1.0
ABAABBBB,lba_k01_d01,A,0.8,0.1,7,3,3,5,5,0.75,1.0
ABAABBBB,abscount,N,,,,3,3,5,5,0.75,1.0
ABAABBBB,snr,B,2.0,0.0,2,3,3,5,5,0.75,1.0
ABAABBBB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,3,5,5,0.75,1.0
ABAABBBB,gating_g04,N,,,,3,3,5,5,0.75,1.0
ABAABBBB,relcount,N,,,,3,3,5,5,0.75,1.0
ABAABBBB,likelihood_ration,N,,,,3,3,5,5,0.75,1.0
AABABABA,information,N,,,,1,5,3,5,0.75,0.5
AABABABA,naive,A,0.75,0,1,1,5,3,5,0.75,0.5
AABABABA,lba_k01_d01,A,0.8,0.1,7,1,5,3,5,0.75,0.5
AABABABA,abscount,N,,,,1,5,3,5,0.75,0.5
AABABABA,snr,B,1.5,0.0,3,1,5,3,5,0.75,0.5
AABABABA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,1,5,3,5,0.75,0.5
AABABABA,gating_g04,N,,,,1,5,3,5,0.75,0.5
AABABABA,relcount,N,,,,1,5,3,5,0.75,0.5
AABABABA,likelihood_ration,A,1.38021124171,0,7,1,5,3,5,0.75,0.5
AABABABB,information,N,,,,2,4,4,4,0.75,0.75
AABABABB,naive,A,0.75,0,1,2,4,4,4,0.75,0.75
AABABABB,lba_k01_d01,A,0.8,0.1,7,2,4,4,4,0.75,0.75
AABABABB,abscount,N,,,,2,4,4,4,0.75,0.75
AABABABB,snr,B,1.5,0.0,3,2,4,4,4,0.75,0.75
AABABABB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,2,4,4,4,0.75,0.75
AABABABB,gating_g04,N,,,,2,4,4,4,0.75,0.75
AABABABB,relcount,N,,,,2,4,4,4,0.75,0.75
AABABABB,likelihood_ration,A,1.38021124171,0,7,2,4,4,4,0.75,0.75
ABBBBAAA,information,N,,,,4,4,4,4,0.75,0.75
ABBBBAAA,naive,B,0.75,0,2,4,4,4,4,0.75,0.75
ABBBBAAA,lba_k01_d01,A,0.8,0.1,7,4,4,4,4,0.75,0.75
ABBBBAAA,abscount,N,,,,4,4,4,4,0.75,0.75
ABBBBAAA,snr,B,2.0,0.0,2,4,4,4,4,0.75,0.75
ABBBBAAA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,4,4,4,0.75,0.75
ABBBBAAA,gating_g04,N,,,,4,4,4,4,0.75,0.75
ABBBBAAA,relcount,N,,,,4,4,4,4,0.75,0.75
ABBBBAAA,likelihood_ration,B,-1.38021124171,0,5,4,4,4,4,0.75,0.75
ABBBBAAB,information,N,,,,3,3,5,5,0.75,0.5
ABBBBAAB,naive,B,0.75,0,2,3,3,5,5,0.75,0.5
ABBBBAAB,lba_k01_d01,A,0.8,0.1,7,3,3,5,5,0.75,0.5
ABBBBAAB,abscount,N,,,,3,3,5,5,0.75,0.5
ABBBBAAB,snr,B,2.0,0.0,2,3,3,5,5,0.75,0.5
ABBBBAAB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,3,5,5,0.75,0.5
ABBBBAAB,gating_g04,N,,,,3,3,5,5,0.75,0.5
ABBBBAAB,relcount,N,,,,3,3,5,5,0.75,0.5
ABBBBAAB,likelihood_ration,B,-1.38021124171,0,5,3,3,5,5,0.75,0.5
AAAABBAB,information,A,0.75,0.0,4,3,5,3,5,1.0,0.75
AAAABBAB,naive,A,0.75,0,1,3,5,3,5,1.0,0.75
AAAABBAB,lba_k01_d01,A,0.8,0.1,7,3,5,3,5,1.0,0.75
AAAABBAB,abscount,N,,,,3,5,3,5,1.0,0.75
AAAABBAB,snr,B,1.25,0.0,5,3,5,3,5,1.0,0.75
AAAABBAB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,5,3,5,1.0,0.75
AAAABBAB,gating_g04,N,,,,3,5,3,5,1.0,0.75
AAAABBAB,relcount,N,,,,3,5,3,5,1.0,0.75
AAAABBAB,likelihood_ration,A,1.30102999566,0,7,3,5,3,5,1.0,0.75
AAAABBAA,information,A,0.75,0.0,4,4,6,2,6,1.0,0.5
AAAABBAA,naive,A,0.75,0,1,4,6,2,6,1.0,0.5
AAAABBAA,lba_k01_d01,A,0.8,0.1,7,4,6,2,6,1.0,0.5
AAAABBAA,abscount,N,,,,4,6,2,6,1.0,0.5
AAAABBAA,snr,B,1.25,0.0,5,4,6,2,6,1.0,0.5
AAAABBAA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,6,2,6,1.0,0.5
AAAABBAA,gating_g04,N,,,,4,6,2,6,1.0,0.5
AAAABBAA,relcount,N,,,,4,6,2,6,1.0,0.5
AAAABBAA,likelihood_ration,A,1.30102999566,0,7,4,6,2,6,1.0,0.5
AAABAAAB,information,A,0.9375,0.1875,6,2,6,2,6,0.75,0.75
AAABAAAB,naive,A,0.75,0,1,2,6,2,6,0.75,0.75
AAABAAAB,lba_k01_d01,A,0.8,0.1,7,2,6,2,6,0.75,0.75
AAABAAAB,abscount,N,,,,2,6,2,6,0.75,0.75
AAABAAAB,snr,B,1.33333333333,0.0,4,2,6,2,6,0.75,0.75
AAABAAAB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,2,6,2,6,0.75,0.75
AAABAAAB,gating_g04,N,,,,2,6,2,6,0.75,0.75
AAABAAAB,relcount,A,0.833333333333,0.166666666667,6,2,6,2,6,0.75,0.75
AAABAAAB,likelihood_ration,A,1.77815125038,0,6,2,6,2,6,0.75,0.75
AAABAAAA,information,A,0.9375,0.1875,6,3,7,1,7,0.75,1.0
AAABAAAA,naive,A,0.75,0,1,3,7,1,7,0.75,1.0
AAABAAAA,lba_k01_d01,A,0.8,0.1,7,3,7,1,7,0.75,1.0
AAABAAAA,abscount,A,0.875,0.125,8,3,7,1,7,0.75,1.0
AAABAAAA,snr,B,1.33333333333,0.0,4,3,7,1,7,0.75,1.0
AAABAAAA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,7,1,7,0.75,1.0
AAABAAAA,gating_g04,N,,,,3,7,1,7,0.75,1.0
AAABAAAA,relcount,A,0.833333333333,0.166666666667,6,3,7,1,7,0.75,1.0
AAABAAAA,likelihood_ration,A,1.77815125038,0,6,3,7,1,7,0.75,1.0
AAAAAAAA,information,A,0.75,0.0,4,4,8,0,8,1.0,1.0
AAAAAAAA,naive,A,0.75,0,1,4,8,0,8,1.0,1.0
AAAAAAAA,lba_k01_d01,A,0.8,0.1,7,4,8,0,8,1.0,1.0
AAAAAAAA,abscount,A,0.75,0.0,6,4,8,0,8,1.0,1.0
AAAAAAAA,snr,N,,,,4,8,0,8,1.0,1.0
AAAAAAAA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,8,0,8,1.0,1.0
AAAAAAAA,gating_g04,N,,,,4,8,0,8,1.0,1.0
AAAAAAAA,relcount,N,,,,4,8,0,8,1.0,1.0
AAAAAAAA,likelihood_ration,N,,,,4,8,0,8,1.0,1.0
AAABABAA,information,A,1.125,0.375,8,2,6,2,6,0.75,0.75
AAABABAA,naive,A,0.75,0,1,2,6,2,6,0.75,0.75
AAABABAA,lba_k01_d01,A,0.8,0.1,7,2,6,2,6,0.75,0.75
AAABABAA,abscount,N,,,,2,6,2,6,0.75,0.75
AAABABAA,snr,B,1.33333333333,0.0,4,2,6,2,6,0.75,0.75
AAABABAA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,2,6,2,6,0.75,0.75
AAABABAA,gating_g04,N,,,,2,6,2,6,0.75,0.75
AAABABAA,relcount,N,,,,2,6,2,6,0.75,0.75
AAABABAA,likelihood_ration,A,1.38021124171,0,6,2,6,2,6,0.75,0.75
AAABABAB,information,N,,,,1,5,3,5,0.75,0.5
AAABABAB,naive,A,0.75,0,1,1,5,3,5,0.75,0.5
AAABABAB,lba_k01_d01,A,0.8,0.1,7,1,5,3,5,0.75,0.5
AAABABAB,abscount,N,,,,1,5,3,5,0.75,0.5
AAABABAB,snr,B,1.33333333333,0.0,4,1,5,3,5,0.75,0.5
AAABABAB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,1,5,3,5,0.75,0.5
AAABABAB,gating_g04,N,,,,1,5,3,5,0.75,0.5
AAABABAB,relcount,N,,,,1,5,3,5,0.75,0.5
AAABABAB,likelihood_ration,A,1.38021124171,0,6,1,5,3,5,0.75,0.5
ABBBAABA,information,N,,,,4,4,4,4,0.75,0.75
ABBBAABA,naive,B,0.75,0,2,4,4,4,4,0.75,0.75
ABBBAABA,lba_k01_d01,A,0.8,0.1,7,4,4,4,4,0.75,0.75
ABBBAABA,abscount,N,,,,4,4,4,4,0.75,0.75
ABBBAABA,snr,B,2.0,0.0,2,4,4,4,4,0.75,0.75
ABBBAABA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,4,4,4,0.75,0.75
ABBBAABA,gating_g04,N,,,,4,4,4,4,0.75,0.75
ABBBAABA,relcount,N,,,,4,4,4,4,0.75,0.75
ABBBAABA,likelihood_ration,N,,,,4,4,4,4,0.75,0.75
ABBBAABB,information,N,,,,3,3,5,5,0.75,0.5
ABBBAABB,naive,B,0.75,0,2,3,3,5,5,0.75,0.5
ABBBAABB,lba_k01_d01,A,0.8,0.1,7,3,3,5,5,0.75,0.5
ABBBAABB,abscount,N,,,,3,3,5,5,0.75,0.5
ABBBAABB,snr,B,2.0,0.0,2,3,3,5,5,0.75,0.5
ABBBAABB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,3,5,5,0.75,0.5
ABBBAABB,gating_g04,N,,,,3,3,5,5,0.75,0.5
ABBBAABB,relcount,N,,,,3,3,5,5,0.75,0.5
ABBBAABB,likelihood_ration,B,-1.30102999566,0,8,3,3,5,5,0.75,0.5
ABABAAAA,information,A,1.125,0.375,8,2,6,2,6,0.5,1.0
ABABAAAA,naive,A,0.75,0,5,2,6,2,6,0.5,1.0
ABABAAAA,lba_k01_d01,A,0.8,0.1,7,2,6,2,6,0.5,1.0
ABABAAAA,abscount,N,,,,2,6,2,6,0.5,1.0
ABABAAAA,snr,B,2.0,0.0,2,2,6,2,6,0.5,1.0
ABABAAAA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,2,6,2,6,0.5,1.0
ABABAAAA,gating_g04,N,,,,2,6,2,6,0.5,1.0
ABABAAAA,relcount,N,,,,2,6,2,6,0.5,1.0
ABABAAAA,likelihood_ration,A,1.65321251378,0,8,2,6,2,6,0.5,1.0
AABBABAA,information,N,,,,3,5,3,5,0.5,0.75
AABBABAA,naive,A,0.75,0,1,3,5,3,5,0.5,0.75
AABBABAA,lba_k01_d01,A,0.8,0.1,7,3,5,3,5,0.5,0.75
AABBABAA,abscount,N,,,,3,5,3,5,0.5,0.75
AABBABAA,snr,B,1.5,0.0,3,3,5,3,5,0.5,0.75
AABBABAA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,5,3,5,0.5,0.75
AABBABAA,gating_g04,N,,,,3,5,3,5,0.5,0.75
AABBABAA,relcount,N,,,,3,5,3,5,0.5,0.75
AABBABAA,likelihood_ration,N,,,,3,5,3,5,0.5,0.75
AABBABAB,information,N,,,,2,4,4,4,0.5,0.5
AABBABAB,naive,A,0.75,0,1,2,4,4,4,0.5,0.5
AABBABAB,lba_k01_d01,A,0.8,0.1,7,2,4,4,4,0.5,0.5
AABBABAB,abscount,N,,,,2,4,4,4,0.5,0.5
AABBABAB,snr,B,1.5,0.0,3,2,4,4,4,0.5,0.5
AABBABAB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,2,4,4,4,0.5,0.5
AABBABAB,gating_g04,N,,,,2,4,4,4,0.5,0.5
AABBABAB,relcount,N,,,,2,4,4,4,0.5,0.5
AABBABAB,likelihood_ration,N,,,,2,4,4,4,0.5,0.5
ABABAAAB,information,N,,,,1,5,3,5,0.5,0.75
ABABAAAB,naive,A,0.75,0,5,1,5,3,5,0.5,0.75
ABABAAAB,lba_k01_d01,A,0.8,0.1,7,1,5,3,5,0.5,0.75
ABABAAAB,abscount,N,,,,1,5,3,5,0.5,0.75
ABABAAAB,snr,B,2.0,0.0,2,1,5,3,5,0.5,0.75
ABABAAAB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,1,5,3,5,0.5,0.75
ABABAAAB,gating_g04,N,,,,1,5,3,5,0.5,0.75
ABABAAAB,relcount,N,,,,1,5,3,5,0.5,0.75
ABABAAAB,likelihood_ration,A,1.39794000867,0,8,1,5,3,5,0.5,0.75
ABAABABB,information,N,,,,4,4,4,4,0.75,0.75
ABAABABB,naive,A,0.75,0,3,4,4,4,4,0.75,0.75
ABAABABB,lba_k01_d01,A,0.8,0.1,7,4,4,4,4,0.75,0.75
ABAABABB,abscount,N,,,,4,4,4,4,0.75,0.75
ABAABABB,snr,B,2.0,0.0,2,4,4,4,4,0.75,0.75
ABAABABB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,4,4,4,0.75,0.75
ABAABABB,gating_g04,N,,,,4,4,4,4,0.75,0.75
ABAABABB,relcount,N,,,,4,4,4,4,0.75,0.75
ABAABABB,likelihood_ration,A,1.38021124171,0,7,4,4,4,4,0.75,0.75
ABAABABA,information,N,,,,3,5,3,5,0.75,0.5
ABAABABA,naive,A,0.75,0,3,3,5,3,5,0.75,0.5
ABAABABA,lba_k01_d01,A,0.8,0.1,7,3,5,3,5,0.75,0.5
ABAABABA,abscount,N,,,,3,5,3,5,0.75,0.5
ABAABABA,snr,B,2.0,0.0,2,3,5,3,5,0.75,0.5
ABAABABA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,5,3,5,0.75,0.5
ABAABABA,gating_g04,N,,,,3,5,3,5,0.75,0.5
ABAABABA,relcount,N,,,,3,5,3,5,0.75,0.5
ABAABABA,likelihood_ration,A,1.38021124171,0,7,3,5,3,5,0.75,0.5
AAABAABB,information,A,0.9375,0.1875,6,3,5,3,5,0.75,0.5
AAABAABB,naive,A,0.75,0,1,3,5,3,5,0.75,0.5
AAABAABB,lba_k01_d01,A,0.8,0.1,7,3,5,3,5,0.75,0.5
AAABAABB,abscount,N,,,,3,5,3,5,0.75,0.5
AAABAABB,snr,B,1.33333333333,0.0,4,3,5,3,5,0.75,0.5
AAABAABB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,5,3,5,0.75,0.5
AAABAABB,gating_g04,N,,,,3,5,3,5,0.75,0.5
AAABAABB,relcount,A,0.833333333333,0.166666666667,6,3,5,3,5,0.75,0.5
AAABAABB,likelihood_ration,A,1.77815125038,0,6,3,5,3,5,0.75,0.5
AAABAABA,information,A,0.9375,0.1875,6,4,6,2,6,0.75,0.75
AAABAABA,naive,A,0.75,0,1,4,6,2,6,0.75,0.75
AAABAABA,lba_k01_d01,A,0.8,0.1,7,4,6,2,6,0.75,0.75
AAABAABA,abscount,N,,,,4,6,2,6,0.75,0.75
AAABAABA,snr,B,1.33333333333,0.0,4,4,6,2,6,0.75,0.75
AAABAABA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,6,2,6,0.75,0.75
AAABAABA,gating_g04,N,,,,4,6,2,6,0.75,0.75
AAABAABA,relcount,A,0.833333333333,0.166666666667,6,4,6,2,6,0.75,0.75
AAABAABA,likelihood_ration,A,1.77815125038,0,6,4,6,2,6,0.75,0.75
ABBABAAB,information,N,,,,4,4,4,4,0.5,0.5
ABBABAAB,naive,B,0.75,0,2,4,4,4,4,0.5,0.5
ABBABAAB,lba_k01_d01,A,0.8,0.1,7,4,4,4,4,0.5,0.5
ABBABAAB,abscount,N,,,,4,4,4,4,0.5,0.5
ABBABAAB,snr,B,2.0,0.0,2,4,4,4,4,0.5,0.5
ABBABAAB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,4,4,4,0.5,0.5
ABBABAAB,gating_g04,N,,,,4,4,4,4,0.5,0.5
ABBABAAB,relcount,N,,,,4,4,4,4,0.5,0.5
ABBABAAB,likelihood_ration,N,,,,4,4,4,4,0.5,0.5
ABBABAAA,information,N,,,,3,5,3,5,0.5,0.75
ABBABAAA,naive,B,0.75,0,2,3,5,3,5,0.5,0.75
ABBABAAA,lba_k01_d01,A,0.8,0.1,7,3,5,3,5,0.5,0.75
ABBABAAA,abscount,N,,,,3,5,3,5,0.5,0.75
ABBABAAA,snr,B,2.0,0.0,2,3,5,3,5,0.5,0.75
ABBABAAA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,5,3,5,0.5,0.75
ABBABAAA,gating_g04,N,,,,3,5,3,5,0.5,0.75
ABBABAAA,relcount,N,,,,3,5,3,5,0.5,0.75
ABBABAAA,likelihood_ration,N,,,,3,5,3,5,0.5,0.75
ABBABBAA,information,N,,,,4,4,4,4,0.5,0.5
ABBABBAA,naive,B,0.75,0,2,4,4,4,4,0.5,0.5
ABBABBAA,lba_k01_d01,A,0.8,0.1,7,4,4,4,4,0.5,0.5
ABBABBAA,abscount,N,,,,4,4,4,4,0.5,0.5
ABBABBAA,snr,B,2.0,0.0,2,4,4,4,4,0.5,0.5
ABBABBAA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,4,4,4,0.5,0.5
ABBABBAA,gating_g04,N,,,,4,4,4,4,0.5,0.5
ABBABBAA,relcount,N,,,,4,4,4,4,0.5,0.5
ABBABBAA,likelihood_ration,N,,,,4,4,4,4,0.5,0.5
ABBABBAB,information,N,,,,3,3,5,5,0.5,0.75
ABBABBAB,naive,B,0.75,0,2,3,3,5,5,0.5,0.75
ABBABBAB,lba_k01_d01,A,0.8,0.1,7,3,3,5,5,0.5,0.75
ABBABBAB,abscount,N,,,,3,3,5,5,0.5,0.75
ABBABBAB,snr,B,2.0,0.0,2,3,3,5,5,0.5,0.75
ABBABBAB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,3,5,5,0.5,0.75
ABBABBAB,gating_g04,N,,,,3,3,5,5,0.5,0.75
ABBABBAB,relcount,N,,,,3,3,5,5,0.5,0.75
ABBABBAB,likelihood_ration,N,,,,3,3,5,5,0.5,0.75
AABBBBBA,information,N,,,,3,3,5,5,0.5,0.75
AABBBBBA,naive,A,0.75,0,1,3,3,5,5,0.5,0.75
AABBBBBA,lba_k01_d01,A,0.8,0.1,7,3,3,5,5,0.5,0.75
AABBBBBA,abscount,N,,,,3,3,5,5,0.5,0.75
AABBBBBA,snr,B,1.5,0.0,3,3,3,5,5,0.5,0.75
AABBBBBA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,3,5,5,0.5,0.75
AABBBBBA,gating_g04,N,,,,3,3,5,5,0.5,0.75
AABBBBBA,relcount,N,,,,3,3,5,5,0.5,0.75
AABBBBBA,likelihood_ration,N,,,,3,3,5,5,0.5,0.75
AABBBBBB,information,B,1.125,0.375,8,4,2,6,6,0.5,1.0
AABBBBBB,naive,A,0.75,0,1,4,2,6,6,0.5,1.0
AABBBBBB,lba_k01_d01,A,0.8,0.1,7,4,2,6,6,0.5,1.0
AABBBBBB,abscount,N,,,,4,2,6,6,0.5,1.0
AABBBBBB,snr,B,1.5,0.0,3,4,2,6,6,0.5,1.0
AABBBBBB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,2,6,6,0.5,1.0
AABBBBBB,gating_g04,N,,,,4,2,6,6,0.5,1.0
AABBBBBB,relcount,N,,,,4,2,6,6,0.5,1.0
AABBBBBB,likelihood_ration,N,,,,4,2,6,6,0.5,1.0
AABBAAAB,information,N,,,,3,5,3,5,0.5,0.75
AABBAAAB,naive,A,0.75,0,1,3,5,3,5,0.5,0.75
AABBAAAB,lba_k01_d01,A,0.8,0.1,7,3,5,3,5,0.5,0.75
AABBAAAB,abscount,N,,,,3,5,3,5,0.5,0.75
AABBAAAB,snr,B,1.5,0.0,3,3,5,3,5,0.5,0.75
AABBAAAB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,5,3,5,0.5,0.75
AABBAAAB,gating_g04,N,,,,3,5,3,5,0.5,0.75
AABBAAAB,relcount,N,,,,3,5,3,5,0.5,0.75
AABBAAAB,likelihood_ration,A,1.39794000867,0,8,3,5,3,5,0.5,0.75
AAAAAAAB,information,A,0.75,0.0,4,3,7,1,7,1.0,0.75
AAAAAAAB,naive,A,0.75,0,1,3,7,1,7,1.0,0.75
AAAAAAAB,lba_k01_d01,A,0.8,0.1,7,3,7,1,7,1.0,0.75
AAAAAAAB,abscount,A,0.75,0.0,6,3,7,1,7,1.0,0.75
AAAAAAAB,snr,B,1.14285714286,0.0,8,3,7,1,7,1.0,0.75
AAAAAAAB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,7,1,7,1.0,0.75
AAAAAAAB,gating_g04,N,,,,3,7,1,7,1.0,0.75
AAAAAAAB,relcount,A,0.875,0.125,8,3,7,1,7,1.0,0.75
AAAAAAAB,likelihood_ration,N,,,,3,7,1,7,1.0,0.75
ABBBABBB,information,B,1.125,0.375,8,2,2,6,6,0.75,0.75
ABBBABBB,naive,B,0.75,0,2,2,2,6,6,0.75,0.75
ABBBABBB,lba_k01_d01,A,0.8,0.1,7,2,2,6,6,0.75,0.75
ABBBABBB,abscount,N,,,,2,2,6,6,0.75,0.75
ABBBABBB,snr,B,2.0,0.0,2,2,2,6,6,0.75,0.75
ABBBABBB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,2,2,6,6,0.75,0.75
ABBBABBB,gating_g04,N,,,,2,2,6,6,0.75,0.75
ABBBABBB,relcount,N,,,,2,2,6,6,0.75,0.75
ABBBABBB,likelihood_ration,B,-1.65321251378,0,7,2,2,6,6,0.75,0.75
ABBBABBA,information,N,,,,3,3,5,5,0.75,0.5
ABBBABBA,naive,B,0.75,0,2,3,3,5,5,0.75,0.5
ABBBABBA,lba_k01_d01,A,0.8,0.1,7,3,3,5,5,0.75,0.5
ABBBABBA,abscount,N,,,,3,3,5,5,0.75,0.5
ABBBABBA,snr,B,2.0,0.0,2,3,3,5,5,0.75,0.5
ABBBABBA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,3,5,5,0.75,0.5
ABBBABBA,gating_g04,N,,,,3,3,5,5,0.75,0.5
ABBBABBA,relcount,N,,,,3,3,5,5,0.75,0.5
ABBBABBA,likelihood_ration,B,-1.65321251378,0,7,3,3,5,5,0.75,0.5
AABBABBA,information,N,,,,4,4,4,4,0.5,0.5
AABBABBA,naive,A,0.75,0,1,4,4,4,4,0.5,0.5
AABBABBA,lba_k01_d01,A,0.8,0.1,7,4,4,4,4,0.5,0.5
AABBABBA,abscount,N,,,,4,4,4,4,0.5,0.5
AABBABBA,snr,B,1.5,0.0,3,4,4,4,4,0.5,0.5
AABBABBA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,4,4,4,0.5,0.5
AABBABBA,gating_g04,N,,,,4,4,4,4,0.5,0.5
AABBABBA,relcount,N,,,,4,4,4,4,0.5,0.5
AABBABBA,likelihood_ration,N,,,,4,4,4,4,0.5,0.5
AABBABBB,information,N,,,,3,3,5,5,0.5,0.75
AABBABBB,naive,A,0.75,0,1,3,3,5,5,0.5,0.75
AABBABBB,lba_k01_d01,A,0.8,0.1,7,3,3,5,5,0.5,0.75
AABBABBB,abscount,N,,,,3,3,5,5,0.5,0.75
AABBABBB,snr,B,1.5,0.0,3,3,3,5,5,0.5,0.75
AABBABBB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,3,5,5,0.5,0.75
AABBABBB,gating_g04,N,,,,3,3,5,5,0.5,0.75
AABBABBB,relcount,N,,,,3,3,5,5,0.5,0.75
AABBABBB,likelihood_ration,N,,,,3,3,5,5,0.5,0.75
AABBAAAA,information,A,1.125,0.375,8,4,6,2,6,0.5,1.0
AABBAAAA,naive,A,0.75,0,1,4,6,2,6,0.5,1.0
AABBAAAA,lba_k01_d01,A,0.8,0.1,7,4,6,2,6,0.5,1.0
AABBAAAA,abscount,N,,,,4,6,2,6,0.5,1.0
